,Usage,Image name,neutral,happiness,surprise,sadness,anger,disgust,fear,contempt
38,train,fer0000038.png,0.1,0.0,0.1,0.0,0.8,0.0,0.0,0.0
39,train,fer0000039.png,0.1,0.8,0.1,0.0,0.0,0.0,0.0,0.0
40,train,fer0000040.png,0.2,0.0,0.0,0.5,0.1,0.1,0.0,0.1
41,train,fer0000041.png,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0
42,train,fer0000042.png,0.4444444444444444,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0
43,train,fer0000043.png,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
44,train,fer0000044.png,0.7,0.0,0.0,0.3,0.0,0.0,0.0,0.0
45,train,fer0000045.png,0.125,0.0,0.75,0.0,0.0,0.0,0.125,0.0
46,train,fer0000046.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
47,train,fer0000047.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,train,fer0000048.png,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
49,train,fer0000049.png,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0
50,train,fer0000050.png,0.7,0.0,0.0,0.2,0.1,0.0,0.0,0.0
51,train,fer0000051.png,0.1,0.0,0.3,0.1,0.0,0.0,0.5,0.0
52,train,fer0000052.png,0.2,0.2,0.3,0.1,0.0,0.1,0.1,0.0
53,train,fer0000053.png,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0
54,train,fer0000054.png,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
55,train,fer0000055.png,0.1,0.3,0.6,0.0,0.0,0.0,0.0,0.0
56,train,fer0000056.png,0.6666666666666666,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111
57,train,fer0000057.png,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0
58,train,fer0000058.png,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0
60,train,fer0000059.png,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0
61,train,fer0000060.png,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0
62,train,fer0000061.png,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0
63,train,fer0000062.png,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
64,train,fer0000063.png,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0
65,train,fer0000064.png,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0
66,train,fer0000065.png,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0
67,train,fer0000066.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
68,train,fer0000067.png,0.1111111111111111,0.0,0.1111111111111111,0.0,0.7777777777777778,0.0,0.0,0.0
69,train,fer0000068.png,0.625,0.0,0.0,0.125,0.125,0.0,0.125,0.0
70,train,fer0000069.png,0.4,0.0,0.0,0.6,0.0,0.0,0.0,0.0
71,train,fer0000070.png,0.5,0.0,0.0,0.125,0.25,0.0,0.0,0.125
72,train,fer0000071.png,0.3333333333333333,0.0,0.1111111111111111,0.5555555555555556,0.0,0.0,0.0,0.0
73,train,fer0000072.png,0.2,0.1,0.2,0.1,0.0,0.0,0.4,0.0
74,train,fer0000073.png,0.1111111111111111,0.4444444444444444,0.0,0.0,0.4444444444444444,0.0,0.0,0.0
75,train,fer0000074.png,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222
76,train,fer0000075.png,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
77,train,fer0000076.png,0.6,0.0,0.0,0.2,0.1,0.1,0.0,0.0
78,train,fer0000077.png,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.0
79,train,fer0000078.png,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
80,train,fer0000079.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
81,train,fer0000080.png,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0
82,train,fer0000081.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83,train,fer0000082.png,0.8333333333333334,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0
84,train,fer0000083.png,0.4,0.0,0.0,0.6,0.0,0.0,0.0,0.0
85,train,fer0000084.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,train,fer0000085.png,0.375,0.0,0.0,0.625,0.0,0.0,0.0,0.0
87,train,fer0000086.png,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.2
88,train,fer0000087.png,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0
89,train,fer0000088.png,0.5555555555555556,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.1111111111111111
90,train,fer0000089.png,0.4,0.5,0.0,0.0,0.1,0.0,0.0,0.0
91,train,fer0000090.png,0.5555555555555556,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0
92,train,fer0000091.png,0.4444444444444444,0.0,0.0,0.4444444444444444,0.0,0.0,0.1111111111111111,0.0
93,train,fer0000092.png,0.0,0.7,0.0,0.0,0.2,0.0,0.0,0.1
94,train,fer0000093.png,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0
95,train,fer0000094.png,0.6,0.0,0.0,0.2,0.0,0.0,0.2,0.0
96,train,fer0000095.png,0.0,0.0,0.2,0.0,0.0,0.0,0.8,0.0
97,train,fer0000096.png,0.0,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0,0.0,0.0
98,train,fer0000097.png,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0
99,train,fer0000098.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100,train,fer0000099.png,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0
101,train,fer0000100.png,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
102,train,fer0000101.png,0.7777777777777778,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0
103,train,fer0000102.png,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0
104,train,fer0000103.png,0.7,0.0,0.1,0.1,0.1,0.0,0.0,0.0
105,train,fer0000104.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
106,train,fer0000105.png,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0
107,train,fer0000106.png,0.0,0.0,0.4,0.0,0.6,0.0,0.0,0.0
108,train,fer0000107.png,0.1,0.0,0.8,0.0,0.0,0.0,0.1,0.0
109,train,fer0000108.png,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0
110,train,fer0000109.png,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0
111,train,fer0000110.png,0.2,0.7,0.1,0.0,0.0,0.0,0.0,0.0
112,train,fer0000111.png,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0
113,train,fer0000112.png,0.4,0.0,0.0,0.1,0.4,0.0,0.0,0.1
114,train,fer0000113.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,train,fer0000114.png,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0
116,train,fer0000115.png,0.875,0.0,0.0,0.0,0.125,0.0,0.0,0.0
117,train,fer0000116.png,0.2,0.0,0.0,0.0,0.6,0.2,0.0,0.0
118,train,fer0000117.png,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0
119,train,fer0000118.png,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0
120,train,fer0000119.png,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
121,train,fer0000120.png,0.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0
122,train,fer0000121.png,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.0,0.0
123,train,fer0000122.png,0.5,0.0,0.0,0.25,0.25,0.0,0.0,0.0
124,train,fer0000123.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
125,train,fer0000124.png,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0
126,train,fer0000125.png,0.5,0.0,0.0,0.25,0.0,0.125,0.0,0.125
127,train,fer0000126.png,0.6,0.0,0.0,0.2,0.0,0.0,0.0,0.2
128,train,fer0000127.png,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
129,train,fer0000128.png,0.5555555555555556,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0
130,train,fer0000129.png,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
131,train,fer0000130.png,0.4,0.0,0.0,0.6,0.0,0.0,0.0,0.0
132,train,fer0000131.png,0.1,0.0,0.2,0.1,0.0,0.0,0.5,0.1
133,train,fer0000132.png,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0
134,train,fer0000133.png,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.4
135,train,fer0000134.png,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0
136,train,fer0000135.png,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111
137,train,fer0000136.png,0.1,0.0,0.2,0.0,0.7,0.0,0.0,0.0
138,train,fer0000137.png,0.5555555555555556,0.1111111111111111,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
139,train,fer0000138.png,0.1,0.6,0.3,0.0,0.0,0.0,0.0,0.0
140,train,fer0000139.png,0.4444444444444444,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.1111111111111111
141,train,fer0000140.png,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0
142,train,fer0000141.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
143,train,fer0000142.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
144,train,fer0000143.png,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0
145,train,fer0000144.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
146,train,fer0000145.png,0.5,0.25,0.125,0.0,0.0,0.0,0.0,0.125
147,train,fer0000146.png,0.0,0.0,0.125,0.0,0.875,0.0,0.0,0.0
148,train,fer0000147.png,0.5,0.0,0.0,0.4,0.0,0.1,0.0,0.0
149,train,fer0000148.png,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0
150,train,fer0000149.png,0.0,0.1,0.2,0.3,0.2,0.0,0.2,0.0
151,train,fer0000150.png,0.3,0.0,0.0,0.1,0.5,0.1,0.0,0.0
152,train,fer0000151.png,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.1
153,train,fer0000152.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
154,train,fer0000153.png,0.6,0.0,0.0,0.2,0.1,0.1,0.0,0.0
155,train,fer0000154.png,0.0,0.0,0.8,0.0,0.1,0.0,0.1,0.0
156,train,fer0000155.png,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.1
157,train,fer0000156.png,0.25,0.0,0.0,0.125,0.375,0.25,0.0,0.0
158,train,fer0000157.png,0.7,0.0,0.0,0.2,0.1,0.0,0.0,0.0
159,train,fer0000158.png,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
160,train,fer0000159.png,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
161,train,fer0000160.png,0.6,0.0,0.0,0.1,0.2,0.1,0.0,0.0
162,train,fer0000161.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
163,train,fer0000162.png,0.375,0.375,0.0,0.25,0.0,0.0,0.0,0.0
164,train,fer0000163.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,train,fer0000164.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
166,train,fer0000165.png,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0
167,train,fer0000166.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
168,train,fer0000167.png,0.7,0.1,0.0,0.2,0.0,0.0,0.0,0.0
169,train,fer0000168.png,0.8888888888888888,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0
171,train,fer0000170.png,0.4,0.0,0.0,0.6,0.0,0.0,0.0,0.0
172,train,fer0000171.png,0.7,0.0,0.0,0.0,0.2,0.0,0.0,0.1
173,train,fer0000172.png,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
174,train,fer0000173.png,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0
175,train,fer0000174.png,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0
176,train,fer0000175.png,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
177,train,fer0000176.png,0.5555555555555556,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111
178,train,fer0000177.png,0.0,0.0,0.7,0.1,0.0,0.0,0.2,0.0
179,train,fer0000178.png,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
180,train,fer0000179.png,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.2222222222222222
181,train,fer0000180.png,0.1,0.0,0.8,0.0,0.0,0.0,0.1,0.0
182,train,fer0000181.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
183,train,fer0000182.png,0.7777777777777778,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111
184,train,fer0000183.png,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0
185,train,fer0000184.png,0.6,0.0,0.0,0.1,0.2,0.0,0.0,0.1
186,train,fer0000185.png,0.1111111111111111,0.1111111111111111,0.0,0.3333333333333333,0.4444444444444444,0.0,0.0,0.0
187,train,fer0000186.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
188,train,fer0000187.png,0.7777777777777778,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111
189,train,fer0000188.png,0.5,0.0,0.0,0.25,0.25,0.0,0.0,0.0
190,train,fer0000189.png,0.0,0.0,0.125,0.125,0.0,0.0,0.75,0.0
191,train,fer0000190.png,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.0
192,train,fer0000191.png,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
193,train,fer0000192.png,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.0
194,train,fer0000193.png,0.1,0.3,0.6,0.0,0.0,0.0,0.0,0.0
195,train,fer0000194.png,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0
196,train,fer0000195.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
197,train,fer0000196.png,0.42857142857142855,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0
198,train,fer0000197.png,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0
199,train,fer0000198.png,0.1,0.0,0.7,0.0,0.0,0.0,0.2,0.0
200,train,fer0000199.png,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
201,train,fer0000200.png,0.2222222222222222,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.1111111111111111
202,train,fer0000201.png,0.2,0.0,0.0,0.4,0.3,0.0,0.0,0.1
203,train,fer0000202.png,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0
204,train,fer0000203.png,0.2,0.0,0.0,0.7,0.1,0.0,0.0,0.0
205,train,fer0000204.png,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.0
206,train,fer0000205.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
207,train,fer0000206.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
208,train,fer0000207.png,0.0,0.0,0.7,0.0,0.0,0.0,0.3,0.0
209,train,fer0000208.png,0.4444444444444444,0.0,0.3333333333333333,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0
210,train,fer0000209.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
211,train,fer0000210.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,train,fer0000211.png,0.3333333333333333,0.0,0.0,0.5555555555555556,0.1111111111111111,0.0,0.0,0.0
213,train,fer0000212.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
214,train,fer0000213.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
215,train,fer0000214.png,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0
216,train,fer0000215.png,0.0,0.6,0.1,0.2,0.0,0.0,0.0,0.1
217,train,fer0000216.png,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.1
218,train,fer0000217.png,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0
219,train,fer0000218.png,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0
220,train,fer0000219.png,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.4
221,train,fer0000220.png,0.8,0.0,0.0,0.0,0.1,0.0,0.0,0.1
222,train,fer0000221.png,0.8888888888888888,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0
223,train,fer0000222.png,0.5555555555555556,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0
224,train,fer0000223.png,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
225,train,fer0000224.png,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0
226,train,fer0000225.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,train,fer0000226.png,0.4,0.1,0.5,0.0,0.0,0.0,0.0,0.0
228,train,fer0000227.png,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0
229,train,fer0000228.png,0.0,0.2222222222222222,0.0,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.0,0.0
230,train,fer0000229.png,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
231,train,fer0000230.png,0.2,0.0,0.0,0.7,0.1,0.0,0.0,0.0
232,train,fer0000231.png,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0
233,train,fer0000232.png,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0
234,train,fer0000233.png,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0
235,train,fer0000234.png,0.8,0.0,0.0,0.1,0.1,0.0,0.0,0.0
236,train,fer0000235.png,0.7,0.0,0.0,0.1,0.2,0.0,0.0,0.0
237,train,fer0000236.png,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
238,train,fer0000237.png,0.2,0.1,0.0,0.7,0.0,0.0,0.0,0.0
239,train,fer0000238.png,0.6,0.0,0.1,0.3,0.0,0.0,0.0,0.0
240,train,fer0000239.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
241,train,fer0000240.png,0.1,0.0,0.0,0.9,0.0,0.0,0.0,0.0
242,train,fer0000241.png,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0
243,train,fer0000242.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,train,fer0000243.png,0.3333333333333333,0.0,0.4444444444444444,0.0,0.0,0.0,0.2222222222222222,0.0
245,train,fer0000244.png,0.4,0.0,0.1,0.0,0.5,0.0,0.0,0.0
246,train,fer0000245.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,train,fer0000246.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
248,train,fer0000247.png,0.3,0.0,0.0,0.0,0.6,0.0,0.0,0.1
249,train,fer0000248.png,0.6,0.0,0.1,0.2,0.0,0.0,0.0,0.1
250,train,fer0000249.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,train,fer0000250.png,0.2222222222222222,0.0,0.5555555555555556,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0
252,train,fer0000251.png,0.2,0.0,0.7,0.1,0.0,0.0,0.0,0.0
253,train,fer0000252.png,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0
254,train,fer0000253.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
255,train,fer0000254.png,0.0,0.3,0.2,0.0,0.4,0.0,0.1,0.0
256,train,fer0000255.png,0.1,0.3,0.6,0.0,0.0,0.0,0.0,0.0
257,train,fer0000256.png,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0
258,train,fer0000257.png,0.25,0.125,0.0,0.25,0.375,0.0,0.0,0.0
259,train,fer0000258.png,0.0,0.3333333333333333,0.4444444444444444,0.0,0.2222222222222222,0.0,0.0,0.0
260,train,fer0000259.png,0.0,0.0,0.6,0.0,0.0,0.0,0.4,0.0
261,train,fer0000260.png,0.8,0.1,0.0,0.0,0.1,0.0,0.0,0.0
262,train,fer0000261.png,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1
263,train,fer0000262.png,0.5555555555555556,0.0,0.0,0.1111111111111111,0.2222222222222222,0.0,0.0,0.1111111111111111
264,train,fer0000263.png,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
265,train,fer0000264.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
266,train,fer0000265.png,0.6,0.0,0.0,0.2,0.1,0.0,0.0,0.1
267,train,fer0000266.png,0.0,0.2,0.0,0.4,0.4,0.0,0.0,0.0
268,train,fer0000267.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,train,fer0000268.png,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
270,train,fer0000269.png,0.0,0.1111111111111111,0.0,0.2222222222222222,0.4444444444444444,0.0,0.2222222222222222,0.0
271,train,fer0000270.png,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.1
272,train,fer0000271.png,0.8,0.1,0.0,0.1,0.0,0.0,0.0,0.0
273,train,fer0000272.png,0.6,0.0,0.0,0.3,0.0,0.0,0.0,0.1
274,train,fer0000273.png,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0
275,train,fer0000274.png,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0
276,train,fer0000275.png,0.3,0.0,0.5,0.1,0.0,0.0,0.1,0.0
277,train,fer0000276.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
278,train,fer0000277.png,0.7,0.0,0.0,0.2,0.0,0.0,0.0,0.1
279,train,fer0000278.png,0.1,0.0,0.8,0.0,0.0,0.0,0.1,0.0
280,train,fer0000279.png,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285
281,train,fer0000280.png,0.7,0.0,0.0,0.1,0.2,0.0,0.0,0.0
282,train,fer0000281.png,0.0,0.7,0.2,0.0,0.0,0.1,0.0,0.0
283,train,fer0000282.png,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0
284,train,fer0000283.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
285,train,fer0000284.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
286,train,fer0000285.png,0.5,0.1,0.2,0.2,0.0,0.0,0.0,0.0
287,train,fer0000286.png,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0
288,train,fer0000287.png,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0
289,train,fer0000288.png,0.5555555555555556,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0
290,train,fer0000289.png,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0
291,train,fer0000290.png,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0
292,train,fer0000291.png,0.125,0.0,0.375,0.25,0.125,0.0,0.125,0.0
293,train,fer0000292.png,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
294,train,fer0000293.png,0.2,0.3,0.0,0.0,0.4,0.1,0.0,0.0
295,train,fer0000294.png,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.3
296,train,fer0000295.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
297,train,fer0000296.png,0.0,0.1111111111111111,0.0,0.6666666666666666,0.2222222222222222,0.0,0.0,0.0
298,train,fer0000297.png,0.8,0.0,0.0,0.1,0.1,0.0,0.0,0.0
299,train,fer0000298.png,0.1111111111111111,0.0,0.0,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.1111111111111111
300,train,fer0000299.png,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0
